day	file	pop	resamp	time	lat	long	flow	bluk_red	salinity	temperature	event_rate	fluorescence	evt	opp	n	conc	fsc_small	fsc_perp	fsc_big	pe	chl_small	chl_big	fsc_small_sd	fsc_perp_sd	fsc_big_sd	pe_sd	chl_small_sd	chl_big_sd
2009_313	127.48	beads	127,128	2009-11-09 06:27:55	48.03979	-122.64456	2473.014	19.101	NA	NA	3083.958	5.31	547594.67	26369.58	384	0.5392	37860.6	35355.3	0	45033.4	23262.9	12585.6	2009.6	1752.2	0	1932.5	3034.2	3261.7
2009_313	127	synecho	127	2009-11-09 06:26:29	48.04283	-122.6457	2472.197	19.117	NA	NA	3083	5.31	547840	26498	663	1.8624	23083	20785.8	0	20333.3	22134.9	11887.2	5815.1	5697	0	3948.2	3923.4	3678.2
2009_313	127	ultra	127	2009-11-09 06:26:29	48.04283	-122.6457	2472.197	19.117	NA	NA	3083	5.31	547840	26498	993	2.7894	31984.5	29354.8	0	1135.1	33989.7	19760.5	2165.5	2257.1	0	2208.5	2926.6	3438.2
2009_313	129.41	nano	128,129,130,131	2009-11-09 06:33:43	48.02874	-122.63802	2473.242	18.996	NA	NA	3051.806	5.31	545060.57	26535.97	315	0.2166	45588.1	42807.9	0	5297.2	51472.1	35052.3	2521.2	2927.6	0	10574.6	3136.1	2671
2009_313	128	ultra	128	2009-11-09 06:29:30	48.03649	-122.64332	2473.903	19.084	NA	NA	3085	5.31	547328	26230	939	2.6358	31851.9	29237.8	0	1215.2	34196.2	20178.9	2099.5	2224.6	0	2553.6	3073.2	3461.6
2009_313	128	synecho	128	2009-11-09 06:29:30	48.03649	-122.64332	2473.903	19.084	NA	NA	3085	5.31	547328	26230	597	1.6758	23379.2	21128.3	0	20494.8	22483.9	11978.5	6419	6178.2	0	3708.9	3670.2	3652.4
2009_313	129.48	beads	129,130	2009-11-09 06:33:56	48.02839	-122.63778	2473.869	18.961	NA	NA	3041	5.31	544532.84	26666.45	387	0.5321	37152.1	34721.3	0	44238.6	22191	11990.3	1040.8	771.4	0	948.1	2098.5	3385.4
2009_313	129	ultra	129	2009-11-09 06:32:30	48.03146	-122.63991	2473.05	18.94	NA	NA	3041	5.31	548224	26690	823	2.2639	31741.4	29036	0	1323.4	34069.4	20183.5	2127.8	2243.2	0	2997.4	2966	3290.6
2009_313	129	synecho	129	2009-11-09 06:32:30	48.03146	-122.63991	2473.05	18.94	NA	NA	3041	5.31	548224	26690	545	1.4992	22486.8	20307.7	0	20283.2	22243.9	12216.1	6398.5	6199.4	0	3759	3676.7	3738.1
2009_313	130	synecho	130	2009-11-09 06:35:30	48.02508	-122.63547	2474.755	18.984	NA	NA	3041	5.31	540544	26641	635	1.7455	23480.1	21187.6	0	20737.3	22561.7	12066.9	6464.3	6183.9	0	3719.3	3691.7	3526.2
2009_313	130	ultra	130	2009-11-09 06:35:30	48.02508	-122.63547	2474.755	18.984	NA	NA	3041	5.31	540544	26641	1015	2.7901	31772.2	29122.7	0	1298.5	34004	19986.6	2185.9	2264.7	0	2945.4	2981.4	3287.5
2009_313	131.42	beads	131,132	2009-11-09 06:39:46	48.01745	-122.6303	2471.214	18.897	NA	NA	3033.183	5.31	542282.07	26542.8	356	0.49	37170.5	34694.7	0	44214.9	22190.7	11733.8	911.4	645	0	715.4	2048.6	3271.7
2009_313	131	synecho	131	2009-11-09 06:38:30	48.01987	-122.63195	2470.49	18.97	NA	NA	3037	5.31	544128	26592	688	1.8945	22912	20655.3	0	20475.5	22232.5	12002.5	6380.5	6215.4	0	3778.4	3809.8	3731.6
2009_313	131	ultra	131	2009-11-09 06:38:30	48.01987	-122.63195	2470.49	18.97	NA	NA	3037	5.31	544128	26592	1022	2.8142	31626.2	28997.3	0	1357.6	33963.3	19832	2137.7	2281.8	0	3391.8	2900.9	3194.6
2009_313	133.72	nano	132,133,134,135	2009-11-09 06:46:39	48.00397	-122.62105	2474.297	19.38	NA	NA	3207.665	5.31	569746.47	27425.77	388	0.2722	46344.7	43512.2	0	4127.9	51972.5	35454.3	2459.8	2687.2	0	8758.7	3197.1	2677.9
2009_313	132	synecho	132	2009-11-09 06:41:30	48.01417	-122.62805	2472.197	18.798	NA	NA	3028	5.31	539776	26476	740	2.0363	22967.9	20711.4	0	20337.2	22058	11914.5	6255.6	6085.2	0	3556.9	3592.7	3579.9
2009_313	132	ultra	132	2009-11-09 06:41:30	48.01417	-122.62805	2472.197	18.798	NA	NA	3028	5.31	539776	26476	1055	2.903	31624.7	28996.4	0	1402.4	33770.1	19720.8	2208.5	2352.2	0	3395.1	2914.4	3342.2
2009_313	133.41	beads	133,134	2009-11-09 06:45:44	48.00574	-122.62231	2476.605	19.184	NA	NA	3136.185	5.31	557622.43	27076.32	341	0.4683	37264.9	34913.6	0	44434.1	22509.8	12125.1	1231.3	990	0	1106.2	2251.7	3445.3
2009_313	133	ultra	133	2009-11-09 06:44:30	48.00816	-122.62402	2477.309	19	NA	NA	3106	5.31	553600	26999	1272	3.4929	31720.2	29107	0	1454.9	33572.5	19592.6	2080.3	2222.3	0	3705	2851.2	3282.8
2009_313	133	synecho	133	2009-11-09 06:44:30	48.00816	-122.62402	2477.309	19	NA	NA	3106	5.31	553600	26999	928	2.5483	23334.2	21134.1	0	20514.3	22374.5	12014	5949.2	5939.8	0	3793	3840.1	3686.4
2009_313	134	ultra	134	2009-11-09 06:47:30	48.00231	-122.61989	2475.607	19.444	NA	NA	3179	5.31	563328	27186	1572	4.4097	31788.1	29193.4	0	1231.5	33475.1	19499.2	2094.3	2156	0	2492.8	2846.4	3299.2
2009_313	134	synecho	134	2009-11-09 06:47:30	48.00231	-122.61989	2475.607	19.444	NA	NA	3179	5.31	563328	27186	1263	3.5429	23210.1	20985.8	0	20065.3	21896.3	11676.1	5927.7	5840.4	0	3903.1	3858.1	3719.2
2009_313	135.52	beads	135,136	2009-11-09 06:52:04	47.99317	-122.61367	2473.539	20.005	NA	NA	3511.808	5.31	625044.15	29200.08	343	0.4917	37684.7	35350	0	44882.1	23188.8	12567.9	1932.7	1595.1	0	1779.3	2868.1	3301.9
2009_313	136.99	diatoms	135,136,137,138,139	2009-11-09 06:56:27	47.98422	-122.60767	2472.808	19.967	NA	NA	3494.258	5.31	624031.17	29242.87	349	0.2002	47247.4	44788	0	3323.1	57366.7	41379.3	1997.8	2311.5	0	8948	2083.2	2018.6
2009_313	135	synecho	135	2009-11-09 06:50:30	47.99643	-122.61584	2472.197	19.939	NA	NA	3410	5.31	604288	28489	1687	4.8396	23203.9	20883.1	0	19825.8	21518.8	11639.1	5686.4	5481.3	0	3796.9	3674.8	3705.2
2009_313	135	ultra	135	2009-11-09 06:50:30	47.99643	-122.61584	2472.197	19.939	NA	NA	3410	5.31	604288	28489	2068	5.9326	31855.5	29250	0	1184.7	33336.8	19412.5	2049.6	2158.3	0	2190.6	2823.5	3249.3
2009_313	136.98	nano	136,137,138	2009-11-09 06:56:26	47.98419	-122.6076	2473.078	20.088	NA	NA	3544.203	5.31	635032.73	29554.04	414	0.3958	46768.7	43977	0	4596.1	52236.8	35769.1	2209.9	2444.3	0	9808.8	3015.2	2533.4
2009_313	136	ultra	136	2009-11-09 06:53:30	47.99021	-122.61172	2474.755	20.064	NA	NA	3604	5.31	643840	29844	2182	6.3892	31929.2	29307.2	0	1321.9	33410.8	19421.2	2109.4	2231.9	0	2947.8	2853.2	3310.4
2009_313	136	synecho	136	2009-11-09 06:53:30	47.99021	-122.61172	2474.755	20.064	NA	NA	3604	5.31	643840	29844	1891	5.5371	23209.9	20983.2	0	19899.4	21684.4	11681	5662.4	5391.2	0	3821.9	3724.4	3682.7
2009_313	137.53	beads	137,138	2009-11-09 06:58:06	47.9808	-122.60528	2472.139	20.069	NA	NA	3509.218	5.31	629596.88	29398.22	339	0.4863	37493.4	35195.7	0	44749.6	22794.7	12533.9	1761.7	1498.2	0	1657.9	2818.4	3182.5
2009_313	137	synecho	137	2009-11-09 06:56:30	47.98417	-122.60764	2473.05	20.305	NA	NA	3553	5.31	638208	29505	1954	5.7255	23107.1	20887	0	19742.3	21551.2	11516.7	5689.3	5577.6	0	3838.7	3671.5	3649.8
2009_313	137	ultra	137	2009-11-09 06:56:30	47.98417	-122.60764	2473.05	20.305	NA	NA	3553	5.31	638208	29505	2338	6.8507	31840.4	29254.8	0	1158.1	33438	19586.7	2012.3	2137.1	0	1905.2	2824.8	3277
2009_313	138	synecho	138	2009-11-09 06:59:30	47.97786	-122.60323	2471.344	19.863	NA	NA	3471	5.31	622080	29305	1999	5.7367	23258.1	20963.1	0	19850.5	21618	11657.3	5710.3	5444.2	0	3843.6	3714.8	3630.8
2009_313	138	ultra	138	2009-11-09 06:59:30	47.97786	-122.60323	2471.344	19.863	NA	NA	3471	5.31	622080	29305	2297	6.5919	31772.3	29197.1	0	1241.9	33339.4	19336.6	2016.9	2131.3	0	2406.9	2749.1	3258.6
2009_313	139.5	beads	139,140	2009-11-09 07:03:59	47.9691	-122.59732	2473.892	19.572	NA	NA	3379.608	5.31	600472.56	28590.13	344	0.4828	37870.6	35388	0	44874.2	22792	12021.4	1975.2	1643.5	0	1822.4	2960.1	3302.8
2009_313	139.99	nano	139,140,141	2009-11-09 07:05:29	47.96654	-122.59525	2473.953	19.458	NA	NA	3350.048	5.31	596928.77	28462.72	332	0.3106	46747	44029.8	0	4128.4	52463.1	35912.9	2242.5	2673.2	0	8756.6	3206.8	2714.3
2009_313	139	synecho	139	2009-11-09 07:02:31	47.97197	-122.5996	2472.197	19.599	NA	NA	3398	5.31	604672	28869	1826	5.1293	23227.5	20962.6	0	19812.3	21601.6	11525.4	5876	5660.9	0	3883.6	3754.2	3656
2009_313	139	ultra	139	2009-11-09 07:02:31	47.97197	-122.5996	2472.197	19.599	NA	NA	3398	5.31	604672	28869	1998	5.6124	31786.2	29212	0	1274.8	33530.8	19605.2	1996.3	2126.3	0	2811.7	2765.3	3225.3
2009_313	141.79	diatoms	140,141,142,143,144	2009-11-09 07:10:51	47.95841	-122.585	2474.349	18.683	NA	NA	3038.909	5.31	543291.76	26722.88	317	0.1743	46599.4	44124.8	0	2993.5	56799.5	40817.4	2028.4	2262	0	8355.8	2277.1	2291.1
2009_313	140	ultra	140	2009-11-09 07:05:30	47.9662	-122.595	2475.607	19.545	NA	NA	3361	5.31	596224	28308	1936	5.5463	31788.7	29245.6	0	1203.9	33553.7	19540.9	2042.4	2118.3	0	2304.4	2786.6	3316
2009_313	140	synecho	140	2009-11-09 07:05:30	47.9662	-122.595	2475.607	19.545	NA	NA	3361	5.31	596224	28308	1545	4.4262	23171.9	20905.7	0	19864.9	21642.1	11603.1	6038.9	5747.4	0	3905.5	3823.2	3712.8
2009_313	141.38	beads	141,142	2009-11-09 07:09:39	47.95973	-122.58855	2473.574	18.735	NA	NA	3133.906	5.31	562632.15	27429.75	330	0.4538	37630.6	35182.6	0	44722.5	22757.6	12120	1807	1492.6	0	1607.2	2739.4	3585.7
2009_313	141	ultra	141	2009-11-09 07:08:30	47.96139	-122.5911	2473.903	19.217	NA	NA	3289	5.31	589824	28221	1858	5.2156	31760.5	29182.1	0	1251.2	33392.6	19419	2121.3	2231.9	0	2653.5	2840.3	3357.5
2009_313	141	synecho	141	2009-11-09 07:08:30	47.96139	-122.5911	2473.903	19.217	NA	NA	3289	5.31	589824	28221	1527	4.2864	23304.9	21058	0	20116.3	21838.8	11700.3	5843.1	5687.1	0	3727.7	3610.4	3656.4
2009_313	143.41	nano	142,143,144,145	2009-11-09 07:15:45	47.952	-122.57411	2474.243	18.133	NA	NA	2785.561	5.31	498102.98	25208.41	305	0.2014	46298.7	43727.7	0	3750.4	51864.6	35441	2282.5	2553.4	0	8337	3057.9	2549.3
2009_313	142	ultra	142	2009-11-09 07:11:30	47.95707	-122.58449	2473.05	17.966	NA	NA	2886	5.31	519168	26165	1175	3.1675	31831.2	29318.4	0	1164.8	33771	19742.7	2282.7	2345.6	0	2241.4	3043.5	3386.2
2009_313	142	synecho	142	2009-11-09 07:11:30	47.95707	-122.58449	2473.05	17.966	NA	NA	2886	5.31	519168	26165	810	2.1835	23059.9	20981.1	0	20102.3	22018.8	11683.5	6079.5	5849.8	0	3815.1	3672.3	3672.7
2009_313	144.05	beads	143,144,145	2009-11-09 07:17:40	47.94972	-122.56939	2474.757	18.189	NA	NA	2745.434	5.31	489573.11	24810.94	438	0.3856	36711.4	34637.2	0	44154.4	22083.7	11872.2	1116.2	787.7	0	911.6	2126.2	3446.4
2009_313	143	ultra	143	2009-11-09 07:14:31	47.95324	-122.57734	2473.903	18.341	NA	NA	2760	5.31	493824	25104	819	2.1638	31827.1	29358.4	0	992.7	34299.1	20329.5	2449.4	2497.9	0	547.5	3238.4	3456.9
2009_313	143	synecho	143	2009-11-09 07:14:31	47.95324	-122.57734	2473.903	18.341	NA	NA	2760	5.31	493824	25104	409	1.0806	23082.9	20926.3	0	20496.8	22674.1	11942.7	6295.1	6117.8	0	3854	3746.1	3715.2
2009_313	144	synecho	144	2009-11-09 07:17:31	47.94994	-122.56995	2475.607	18.1	NA	NA	2728	5.31	486656	24762	319	0.8422	22133.6	20031.6	0	19901.3	21974.9	11827.1	5781.5	5646.5	0	3902.6	3717.6	3843.8
2009_313	144	ultra	144	2009-11-09 07:17:31	47.94994	-122.56995	2475.607	18.1	NA	NA	2728	5.31	486656	24762	795	2.0989	31820.3	29472.3	0	1295.2	34460.8	20325.7	2488.9	2496.6	0	3216.8	3259.4	3463.4
2009_313	145	ultra	145	2009-11-09 07:20:31	47.94652	-122.5621	2474.755	18.134	NA	NA	2748	5.31	488448	24602	836	2.2521	31810.3	29444.1	0	1112.8	34575.3	20397.8	2508	2553.2	0	1909.9	3231.3	3257.6
2009_313	145	synecho	145	2009-11-09 07:20:31	47.94652	-122.5621	2474.755	18.134	NA	NA	2748	5.31	488448	24602	325	0.8755	23065.6	21092.1	0	20363.2	22570.1	12325.4	6694.7	6342.9	0	3819.2	3694.1	3368.7
2009_313	146.44	synecho	146,147	2009-11-09 07:24:50	47.94169	-122.55128	2474.85	17.994	NA	NA	2755.212	5.31	494490.69	24738.54	518	0.6977	23772.5	21620.9	0	20345.3	22569.7	12151.6	7276.1	7192.3	0	4014.2	3867.1	3577.5
2009_313	146.53	beads	146,147	2009-11-09 07:25:05	47.94142	-122.5507	2474.71	18.005	NA	NA	2757.105	5.31	494827.79	24720.11	361	0.4863	37217.7	35092.7	0	44729.2	22928.7	12419.5	2059.8	1731.4	0	1878.6	2952.5	3274.2
2009_313	147.98	nano	146,147,148,149,150	2009-11-09 07:29:27	47.93668	-122.53997	2474.473	18.209	NA	NA	2761.727	5.31	494420.78	24544.59	388	0.2091	46078.2	43508.9	0	2988.7	51901.2	35419.1	2341	2630.9	0	7407.3	3154.5	2719.4
2009_313	146	ultra	146	2009-11-09 07:23:30	47.94315	-122.55441	2475.607	17.936	NA	NA	2745	5.31	492672	24838	799	2.1517	31995.8	29551.5	0	1234.1	34773.9	20546.2	2659.2	2711.7	0	2461.2	3224.8	3336.7
2009_313	147	ultra	147	2009-11-09 07:26:31	47.93986	-122.54735	2473.903	18.067	NA	NA	2768	5.31	496768	24614	791	2.1316	31713	29342.7	0	1007.8	34583.8	20479.6	2811.5	2889.8	0	891.2	3277.4	3441.9
2009_313	148.51	synecho	148,149	2009-11-09 07:31:02	47.93489	-122.53609	2473.89	18.37	NA	NA	2730.028	5.31	490068.73	24238.72	426	0.5857	23050.1	21116.8	0	20152.9	22483	11752.7	6363.3	6228.5	0	3915.8	3763.5	3611.6
2009_313	148.51	beads	148,149	2009-11-09 07:31:03	47.93487	-122.53604	2473.88	18.372	NA	NA	2730.053	5.31	490086.85	24239.78	341	0.4688	36742.8	34765.9	0	44582.1	22881.2	12165.3	1967.2	1632.3	0	1840.8	2890.9	3439.8
2009_313	148	ultra	148	2009-11-09 07:29:31	47.93659	-122.54	2474.755	18.189	NA	NA	2728	5.31	488576	24151	843	2.3173	31194.9	28871.8	0	1050.7	34211.8	20228.5	2744.2	2848.6	0	1515.3	3179.9	3419
2009_313	149	ultra	149	2009-11-09 07:32:31	47.93323	-122.53229	2473.05	18.545	NA	NA	2732	5.31	491520	24324	874	2.4041	31653.7	29309.8	0	1069.8	34227.7	20202	2857.4	2909.3	0	1559.4	3189	3430.1
2009_313	150.5	synecho	150,151	2009-11-09 07:37:00	47.92862	-122.52115	2473.909	18.28	NA	NA	2804.115	5.31	499844.91	24739.96	391	0.5376	23454.6	21432.4	0	20151.1	22247.2	11977.8	6883.2	6822.7	0	4087.6	4146.5	3634.8
2009_313	150.93	beads	150,151,152	2009-11-09 07:38:18	47.92729	-122.51776	2474.47	18.376	NA	NA	2849.352	5.31	507444.42	25039.25	420	0.3849	37012.5	35092	0	44599.1	22751.9	12361.2	1943.3	1961	0	1811.7	2874.7	3259.4
2009_313	150	ultra	150	2009-11-09 07:35:31	47.93022	-122.52513	2474.755	18.369	NA	NA	2819	5.31	500480	24670	828	2.276	31752	29395.6	0	1033.8	34440.8	20336.6	2898.9	3018.5	0	1169.3	3154.9	3386.8
2009_313	152.14	nano	151,152,153	2009-11-09 07:41:56	47.92371	-122.50868	2474.206	18.683	NA	NA	2992.657	5.31	534762.67	25990.4	306	0.2804	46485.6	43865.4	0	2772.1	51562.1	35170.8	2237.2	2442	0	7146.5	3261.2	2758.4
2009_313	151	ultra	151	2009-11-09 07:38:31	47.92699	-122.51711	2473.05	18.191	NA	NA	2789	5.31	499200	24811	903	2.4342	31920	29551.5	0	1058.1	34317	20292.2	2970.7	3021.8	0	1286.6	3235.4	3487.3
2009_313	152.96	synecho	152,153,154	2009-11-09 07:44:24	47.92149	-122.50241	2474.521	18.926	NA	NA	3133.911	5.31	557932.18	26632.66	394	0.3686	23931.2	21690.9	0	20127.8	22035.4	11561.2	6205.7	6099.8	0	3722	3770.6	3703.6
2009_313	152	ultra	152	2009-11-09 07:41:31	47.92397	-122.50934	2475.607	18.579	NA	NA	2950	5.31	524672	25734	1059	2.91	32200.5	29815.1	0.2	1270	34614.9	20383.6	3106.8	3131.1	4.9	2344.7	3218.3	3540.4
2009_313	154.04	beads	153,154,155	2009-11-09 07:47:38	47.91871	-122.49403	2473.343	19.183	NA	NA	3287.105	5.31	585237.43	27360.89	430	0.411	37146.2	35252.2	0	44460.3	22706.9	12063.5	1905.7	1616.8	0	1859.6	2869.3	3420.5
2009_313	153	ultra	153	2009-11-09 07:44:31	47.92138	-122.50267	2473.903	19.084	NA	NA	3158	5.31	565632	26955	1208	3.391	32192.2	29826.7	0	1117.5	34794.2	20858.8	3120.2	3152.3	0	1211.4	3228.9	3342
2009_313	155	nano	154,155,156	2009-11-09 07:50:30	47.91633	-122.48631	2473.342	19.011	NA	NA	3287.642	5.31	585656.93	27328.66	371	0.3546	46696.8	44059.8	0	3115.3	51963.3	35731	2038.6	2260.7	0	7646.5	3315.1	2797.7
2009_313	154	ultra	154	2009-11-09 07:47:31	47.91884	-122.49448	2473.903	19.163	NA	NA	3315	5.31	587520	27324	1299	3.724	31735	29408	0	1170.7	34567.2	20465.6	3093	3157.3	0	1248	3156.9	3492.4
2009_313	155.98	synecho	155,156,157	2009-11-09 07:53:28	47.91377	-122.47862	2474.411	18.72	NA	NA	3170.292	5.31	565914.22	26748.87	415	0.3965	22861	20763.3	0	20075.8	21929.4	11741.6	5584.6	5412.2	0	3957.9	3879.2	3738.5
2009_313	155	ultra	155	2009-11-09 07:50:32	47.91621	-122.48591	2472.197	19.295	NA	NA	3368	5.31	599808	27761	1432	4.1974	31701.3	29359.6	0	1231.3	34689.2	20695.3	3103.7	3119.1	0	1679.8	3194.3	3341.6
2009_313	156.93	beads	156,157,158	2009-11-09 07:56:19	47.9109	-122.47159	2475.213	18.275	NA	NA	2972.704	5.31	531822.91	25651.02	382	0.3572	36671.5	34877.4	0	44121.7	22159.9	12106.7	1784.1	1514.4	0	1647.7	2715.8	3251.4
2009_313	156	ultra	156	2009-11-09 07:53:31	47.91393	-122.47846	2473.903	18.578	NA	NA	3181	5.31	569856	26908	1272	3.6466	31624.5	29317.1	0.1	1174.5	35106.7	20905.2	3001.4	3022.4	1.8	1275.1	3166.6	3408
2009_313	158.43	nano	157,158,159,160	2009-11-09 08:00:49	47.90523	-122.46108	2474.399	18.077	NA	NA	2798.569	5.31	500668.43	24626.23	341	0.2344	45548.9	42952.3	0	4492.8	51389.7	34878.7	2118.8	2502.6	0	10610.6	3176.6	2641.3
2009_313	158.95	diatoms	157,158,159,160,161	2009-11-09 08:02:22	47.90294	-122.45787	2473.804	18.107	NA	NA	2780.05	5.31	498023.6	24590.66	341	0.1875	46455.2	44185.7	0	7530.5	56922.8	40842	2571.4	2924.9	0	15366.1	2936.7	2892.2
2009_313	157	ultra	157	2009-11-09 07:56:32	47.91101	-122.47105	2477.309	18.265	NA	NA	2949	5.31	525696	25503	1025	2.8147	31402	29182.4	0	1193.7	35387.3	21258.2	2761.1	2825	0	2030.1	3098.9	3409.3
2009_313	159	synecho	158,159,160	2009-11-09 08:02:31	47.90294	-122.45716	2473.345	17.998	NA	NA	2743.692	5.31	491607.42	24293.09	347	0.3181	23283.3	21301.7	0	21032.3	22994.3	12124.4	6173.3	6338.3	0	3669.9	3580.9	3802.7
2009_313	158	ultra	158	2009-11-09 07:59:31	47.90701	-122.46385	2473.903	17.915	NA	NA	2748	5.31	493312	24302	898	2.4693	31524.5	29230.5	0	1150.9	35460.5	21166.2	2569.7	2684.4	0	1703.3	3076.9	3343.7
2009_313	160	beads	159,160,161	2009-11-09 08:05:31	47.89853	-122.45099	2472.461	18.127	NA	NA	2729.31	5.31	489592.91	24373.48	397	0.3568	36239.8	34725.1	0	43868.9	22032.5	11647.3	2097.3	1719.6	0	1938.3	3002.7	3432.7
2009_313	159	ultra	159	2009-11-09 08:02:31	47.90303	-122.45716	2473.05	18.148	NA	NA	2743	5.31	490368	24429	858	2.3129	31467.7	29211.1	0	1044.1	35449.2	21288.1	2558.3	2634.3	0	559.3	3099	3352.9
2009_313	160	ultra	160	2009-11-09 08:05:32	47.89879	-122.45047	2473.05	17.946	NA	NA	2740	5.31	491008	24163	905	2.4894	31257.9	29044.6	0	1154.9	35383.4	21234.8	2613.1	2757.9	0	2093.9	3121.7	3387.9
2009_313	162.02	synecho	161,162,163	2009-11-09 08:11:35	47.88851	-122.44006	2473.083	18.31	NA	NA	2811.743	5.31	503220.79	25045.23	354	0.3181	23224.8	21417.3	0	20967.9	22890.9	12503.2	6582.7	6357.7	0	3879.3	3781.3	3402
2009_313	162.56	nano	161,162,163,164	2009-11-09 08:13:13	47.88682	-122.43635	2473.54	18.255	NA	NA	2861.808	5.31	511403.64	25279.73	396	0.2723	45926.6	43522.4	0	4159.7	52055.3	35600.6	1990.1	2255.1	0	9893.3	2801.9	2320.7
2009_313	161	ultra	161	2009-11-09 08:08:32	47.89376	-122.44524	2471.344	18.267	NA	NA	2706	5.31	487552	24505	924	2.4926	31412.4	29229.8	0	1028	35644	21342.4	2645.2	2714.2	0	1161.7	3061.3	3407.9
2009_313	163.03	beads	162,163,164	2009-11-09 08:14:37	47.88451	-122.43396	2474.32	18.275	NA	NA	2911.13	5.31	518785.23	25561.37	416	0.3812	36969.3	35548.8	0	44221.2	22713.3	12082.2	2935.6	2682.3	0	2895.6	3893.3	3809
2009_313	164.04	diatoms	162,163,164,165,166	2009-11-09 08:17:38	47.88409	-122.4247	2474.057	18.329	NA	NA	2926.868	5.31	523344.37	25716.21	387	0.2128	46863.9	44796.1	0	9922.4	57062.7	41116.3	2641.1	2938.2	0	17314.4	3092.2	3057.5
2009_313	162	ultra	162	2009-11-09 08:11:32	47.88829	-122.43993	2473.05	18.281	NA	NA	2805	5.31	502016	24838	973	2.6765	31298	29119.6	0	1061.4	35664.9	21481.9	2656.3	2799	0	555.6	3042.1	3252.7
2009_313	163	ultra	163	2009-11-09 08:14:32	47.88378	-122.43532	2474.755	18.377	NA	NA	2918	5.31	519168	25758	1058	2.8501	31693.3	29557.2	0	1222.6	36012	21672.7	2730	2861.9	0	2153.3	3112.3	3341.1
2009_313	165.03	synecho	164,165,166	2009-11-09 08:20:36	47.88277	-122.41643	2474.172	18.324	NA	NA	2970.777	5.31	531818.51	25999.08	399	0.3657	23861.4	21993.5	0	21669.8	23242.3	12268.3	6383	6292	0	3737	3757.4	3693.4
2009_313	164	ultra	164	2009-11-09 08:17:31	47.88233	-122.42655	2474.755	18.109	NA	NA	2994	5.31	532992	25889	1150	3.1612	31834.4	29596.7	0	1151.5	35767.8	21544.5	2699.4	2809.7	0	1377.8	3093.3	3309.9
2009_313	165.95	beads	165,166,167	2009-11-09 08:23:23	47.88346	-122.4075	2473.104	18.289	NA	NA	2964.877	5.31	531190.1	26030.55	375	0.3438	37406.6	36080.7	0	44214.2	22523.7	11855.6	3222	2918.8	0	3464.8	4406.3	4040.9
2009_313	165.99	nano	165,166,167	2009-11-09 08:23:30	47.8835	-122.40717	2473.036	18.278	NA	NA	2965.19	5.31	531160.77	26029.08	310	0.2842	46046.5	43579	0	4987.6	51891.9	35488.8	2136.5	2416.5	0	11242.9	3131.5	2613.6
2009_313	165	ultra	165	2009-11-09 08:20:32	47.88288	-122.41674	2473.903	18.441	NA	NA	2944	5.31	527744	26081	1141	3.1375	31837.1	29726.2	0	1146.8	35636.5	21446.3	2650.2	2730.7	0	1382.5	3150.6	3262.2
2009_313	166	ultra	166	2009-11-09 08:23:32	47.88305	-122.40683	2473.903	18.407	NA	NA	2976	5.31	534784	26019	1109	3.0495	32067.8	29909.1	0	1278.3	36091.4	21772.6	2718	2776.2	0	2240.5	3194.5	3268.7
2009_313	168.01	synecho	167,168,169	2009-11-09 08:29:34	47.88825	-122.38845	2472.789	18.151	NA	NA	2963.42	5.31	528809.97	25785.21	369	0.3384	23702.1	21826.4	0	21690.3	23395.9	12878.8	6786.4	6494.5	0	3501.3	3562.1	3630.5
2009_313	168.49	diatoms	167,168,169,170	2009-11-09 08:30:59	47.88985	-122.38412	2472.602	18.263	NA	NA	2977.407	5.31	531717.79	25718.6	354	0.2486	46757.1	44699.1	0	11269.7	57097.8	41054.6	2912.3	3274.4	0	18141.1	3621.8	3482.5
2009_313	167	ultra	167	2009-11-09 08:26:32	47.88456	-122.39763	2471.344	17.991	NA	NA	2977	5.31	531328	25985	977	2.6893	32181	30042.8	0	1242.2	36269.4	21975.2	2611.8	2698.2	0	2103.4	3066.5	3194.4
2009_313	169.05	beads	168,169,170	2009-11-09 08:32:41	47.89186	-122.37896	2472.997	18.371	NA	NA	2979.499	5.31	532258.97	25619.41	355	0.3323	36306.6	35090.8	0	43219.2	21580.7	11546.5	3806.9	3524.7	0	3890.4	4713	3949.9
2009_313	169.45	nano	168,169,170,171	2009-11-09 08:33:53	47.89351	-122.37591	2473.724	18.762	NA	NA	3045.526	5.31	543060.9	25807.62	392	0.2751	45450.7	43002.9	0	4215	51465	35028.2	2017.5	2406.6	0	10141.2	2951.3	2394.3
2009_313	168	ultra	168	2009-11-09 08:29:32	47.88829	-122.38855	2473.05	18.029	NA	NA	2972	5.31	529792	25800	965	2.6545	31795.7	29679.1	0	1173	36064.1	21699.4	2800.5	2889.1	0	1561.6	3108.5	3342.9
2009_313	169	ultra	169	2009-11-09 08:32:33	47.89176	-122.37947	2473.903	18.437	NA	NA	2941	5.31	525312	25576	995	2.736	31337.4	29200.9	0	1087	35783.4	21646.4	2737.7	2830.1	0	593.2	3093.4	3190
2009_313	170.89	synecho	170,171,172	2009-11-09 08:38:11	47.89964	-122.36474	2473.603	20.003	NA	NA	3431.858	5.31	611713.97	26790.67	325	0.3318	23413	21483.6	0	21112.9	22549.7	12380.4	6060.1	6181.1	0	3674.7	3626.8	3525.3
