day	file	pop	resamp	time	lat	long	flow	bluk_red	salinity	temperature	event_rate	fluorescence	evt	opp	n	conc	fsc_small	fsc_perp	fsc_big	pe	chl_small	chl_big	fsc_small_sd	fsc_perp_sd	fsc_big_sd	pe_sd	chl_small_sd	chl_big_sd
2009_313	84	synecho	84	2009-11-09 04:17:28	48.28599	-122.79532	2471.344	20.827	NA	NA	3560	5.31	635904	27706	539	1.6523	23205	20858.2	0	21505.7	22867.7	12309.6	5314.2	5092.5	0	3587.1	3680.4	3740.3
2009_313	84	beads	84	2009-11-09 04:17:28	48.28599	-122.79532	2471.344	20.827	NA	NA	3560	5.31	635904	27706	325	0.9963	36472	33941	0	43552.2	21552.2	11568.7	590.2	340	0	450	2046.6	3136.2
2009_313	85.47	beads	85,86	2009-11-09 04:21:52	48.27419	-122.79947	2473.857	20.474	NA	NA	3505.196	5.31	625636.55	27468.91	541	0.8284	36499.9	33966.7	0	43580.1	21380	11472.8	640.9	449.3	0	395.9	1928.3	3506.2
2009_313	85	ultra	85	2009-11-09 04:20:27	48.27792	-122.79806	2473.05	20.496	NA	NA	3491	5.31	625152	27379	840	2.5732	32843.1	30184.3	0	1269.3	35359.6	21148.4	2079.7	2171.1	0	3629.3	3108.6	3558.3
2009_313	85	synecho	85	2009-11-09 04:20:27	48.27792	-122.79806	2473.05	20.496	NA	NA	3491	5.31	625152	27379	543	1.6634	23501.2	21120.3	0	21692.5	23256.7	12603.7	5983.1	5865.1	0	3690.1	3707.6	3688.5
2009_313	86	ultra	86	2009-11-09 04:23:28	48.27004	-122.80105	2474.755	20.451	NA	NA	3521	5.31	626176	27569	761	2.3296	32766.3	30170.9	0	1265.8	35419.3	21180.2	2139.8	2235.4	0	3408.6	2996.5	3357.7
2009_313	86	synecho	86	2009-11-09 04:23:28	48.27004	-122.80105	2474.755	20.451	NA	NA	3521	5.31	626176	27569	534	1.6347	23059.3	20652.9	0	21519.1	23262.7	12261.6	5162.7	4992.6	0	3508.5	3583.8	3451.2
2009_313	87	ultra	87	2009-11-09 04:26:27	48.26324	-122.80365	2473.05	20.62	NA	NA	3494	5.31	623488	27114	778	2.4387	32877.7	30269.5	0	1103.5	35578.4	21181.1	2180.3	2218.1	0	2568.5	3147.3	3227.3
2009_313	87	synecho	87	2009-11-09 04:26:27	48.26324	-122.80365	2473.05	20.62	NA	NA	3494	5.31	623488	27114	516	1.6174	23142.9	20699.6	0	21382	23168.8	12232.9	5589.4	5588	0	3685.4	3666	3568.5
2009_313	87	beads	87	2009-11-09 04:26:27	48.26324	-122.80365	2473.05	20.62	NA	NA	3494	5.31	623488	27114	376	1.1786	36427.2	33861.4	0	43447.7	21542.9	11158.6	576.6	326.2	0	416	1939.9	3435.3
2009_313	88.54	beads	88,89	2009-11-09 04:31:04	48.25095	-122.8087	2474.627	20.69	NA	NA	3530.015	5.31	632220.66	27787.3	603	0.923	36416.9	34008	3.5	43718.6	21540.5	11416.3	585.3	389.7	86.7	383	1874.6	3267.6
2009_313	88	ultra	88	2009-11-09 04:29:28	48.25518	-122.80708	2476.458	20.797	NA	NA	3537	5.31	631808	27639	790	2.4167	33047.4	30476.9	2.1	1250	35526.3	21158.6	2112.3	2193.6	43.5	3316.2	2998.7	3176.4
2009_313	88	synecho	88	2009-11-09 04:29:28	48.25518	-122.80708	2476.458	20.797	NA	NA	3537	5.31	631808	27639	522	1.5969	23321.3	20977.3	0	21713.4	23361.4	12458.9	5604.5	5675.1	0	3654.9	3706.9	3824.6
2009_313	89	synecho	89	2009-11-09 04:32:27	48.24731	-122.81009	2473.05	20.599	NA	NA	3524	5.31	632576	27915	487	1.4918	23066.7	20756.8	0	21566.6	23187.4	12429.6	5628.8	5344.8	0	3530.2	3698.2	3677.3
2009_313	89	ultra	89	2009-11-09 04:32:27	48.24731	-122.81009	2473.05	20.599	NA	NA	3524	5.31	632576	27915	808	2.4752	33262	30726.9	0	1078.4	35636	21352.3	2192.1	2241.7	0	2323.8	3046.2	3381.5
2009_313	90	synecho	90	2009-11-09 04:35:28	48.23984	-122.81303	2471.344	21.151	NA	NA	3671	5.31	608132	26213	494	1.5495	23439.4	21040	0	21752.6	23281.1	12475.5	5145.2	5092.9	0	3422.8	3573.3	3703
2009_313	90	ultra	90	2009-11-09 04:35:28	48.23984	-122.81303	2471.344	21.151	NA	NA	3671	5.31	608132	26213	718	2.2522	33515.7	30921.5	0	1337.7	35660.4	21280.4	2180.7	2292.1	0	3632.8	3055.7	3334.8
2009_313	90	beads	90	2009-11-09 04:35:28	48.23984	-122.81303	2471.344	21.151	NA	NA	3671	5.31	608132	26213	390	1.2233	36680.7	34186.5	0	43809.9	21680.9	11588.1	559.3	298.9	0	384.4	1884.6	3216.6
2009_313	91	ultra	91	2009-11-09 04:38:28	48.23208	-122.81629	2473.903	22.436	NA	NA	4049	5.31	722176	28915	730	2.459	33877.4	31327.9	0	1289.8	35880.7	21369	2377.6	2360	0	3345.6	3044.1	3334.6
2009_313	91	synecho	91	2009-11-09 04:38:28	48.23208	-122.81629	2473.903	22.436	NA	NA	4049	5.31	722176	28915	478	1.6101	23919.9	21439.9	0	21986.4	23496.3	12730.5	5486.2	5513.3	0	3610.1	3738.9	3961.4
2009_313	91	beads	91	2009-11-09 04:38:28	48.23208	-122.81629	2473.903	22.436	NA	NA	4049	5.31	722176	28915	330	1.1116	36783.4	34358.1	0	43923.9	21915.6	11862.2	579.1	309	0	379.1	1839.9	3314.3
2009_313	92	ultra	92	2009-11-09 04:41:28	48.22431	-122.81993	2473.05	23.083	NA	NA	4594	5.31	811520	30561	635	2.2524	34134.1	31474.9	0	1377.8	35560.5	21199	2454.5	2375.7	0	3606.5	3031.9	3267.8
2009_313	92	synecho	92	2009-11-09 04:41:28	48.22431	-122.81993	2473.05	23.083	NA	NA	4594	5.31	811520	30561	404	1.433	23915.9	21401.2	0	22180.7	23753	12837	4838.1	4601.8	0	3705.2	3657.6	3868.6
2009_313	92	beads	92	2009-11-09 04:41:28	48.22431	-122.81993	2473.05	23.083	NA	NA	4594	5.31	811520	30561	305	1.0818	36968.2	34553.1	0	44026.3	21838.6	11790.7	632.6	410	0	432.7	1889.1	3254.1
2009_313	93.55	beads	93,94	2009-11-09 04:46:07	48.21236	-122.82265	2471.054	24.59	NA	NA	5113.677	5.31	914309.91	31566.14	520	1.0021	36835.9	34589.2	0	44064.2	22031.4	11933.1	622.3	435.9	0	415.9	1779.6	3132.7
2009_313	93	ultra	93	2009-11-09 04:44:28	48.21655	-122.82157	2469.636	25.683	NA	NA	5153	5.31	920832	31611	595	2.362	34111.4	31527.5	0	1226.2	35626.9	21211.5	2442	2387.2	0	2965.2	3044.1	3382.1
2009_313	93	synecho	93	2009-11-09 04:44:28	48.21655	-122.82157	2469.636	25.683	NA	NA	5153	5.31	920832	31611	362	1.4371	24049.7	21709.9	0	21983.1	23518	12433.5	5712.5	5521.2	0	3752.6	3763.8	3654.5
2009_313	94	synecho	94	2009-11-09 04:47:28	48.20897	-122.82353	2472.197	23.71	NA	NA	5082	5.31	909056	31530	359	1.383	24569.8	22285	1.3	22334.9	24067.2	13101.5	6047.5	5831.1	24.5	3734.8	3815.9	3530.1
2009_313	94	ultra	94	2009-11-09 04:47:28	48.20897	-122.82353	2472.197	23.71	NA	NA	5082	5.31	909056	31530	559	2.1535	33961.1	31389.5	0.1	1338.1	35796.3	21425.9	2404.9	2414.3	2	3376.5	3087.4	3304.2
2009_313	95.5	beads	95,96	2009-11-09 04:51:57	48.1986	-122.82079	2471.339	21.13	NA	NA	4150.622	5.31	741050.72	28939.77	545	0.9424	36295.9	34273.9	0	43800.6	21752	11639.8	734.7	409.9	0	479.5	1911	3317.3
2009_313	95	synecho	95	2009-11-09 04:50:28	48.20185	-122.82309	2470.49	21.965	NA	NA	4534	5.31	809472	29983	360	1.3128	23977.5	21696.4	0	21646.3	23393.8	12480.5	6327.5	6324.9	0	3331.5	3497.1	3508.7
2009_313	95	ultra	95	2009-11-09 04:50:28	48.20185	-122.82309	2470.49	21.965	NA	NA	4534	5.31	809472	29983	610	2.2245	33563.3	31076.8	0	1353.1	35667	21432.7	2478.5	2482.5	0	3620.1	3078.6	3314.2
2009_313	96	ultra	96	2009-11-09 04:53:28	48.19532	-122.81846	2472.197	20.286	NA	NA	3763	5.31	671872	27885	607	1.9487	33061.2	30637.6	0	1256.4	35388	21015.5	2553.3	2544.9	0	3422.1	2995.9	3254.3
2009_313	96	synecho	96	2009-11-09 04:53:28	48.19532	-122.81846	2472.197	20.286	NA	NA	3763	5.31	671872	27885	427	1.3708	23080.5	20980.8	0	21833.4	23596.8	12781.7	5403	4974.1	0	3363.2	3613.3	3391.7
2009_313	97.49	beads	97,98	2009-11-09 04:57:56	48.18706	-122.80827	2473.501	20.327	NA	NA	3331.918	5.31	592077.25	25989.98	512	0.7841	35959.1	34183.3	1.3	43767.2	21602.4	11841.4	1018.5	803.7	30.4	448.9	1927.7	3146.9
2009_313	97	synecho	97	2009-11-09 04:56:28	48.18968	-122.81183	2474.755	20.248	NA	NA	3378	5.31	599168	26265	387	1.1847	22982.8	20841.7	0	21588.8	23209.5	12526.9	5248.4	5053	0	3577.5	3600.6	3760.8
2009_313	97	ultra	97	2009-11-09 04:56:28	48.18968	-122.81183	2474.755	20.248	NA	NA	3378	5.31	599168	26265	673	2.0602	32662.9	30310.9	0	1153.8	35081.9	20725.8	2347.8	2406	0	2516.2	3177.1	3423.3
2009_313	98	ultra	98	2009-11-09 04:59:28	48.18435	-122.80456	2472.197	20.409	NA	NA	3284	5.31	584704	25704	595	1.8233	32436.4	30041.4	0	1210.1	35018	20868.4	2296.1	2399.5	0	2815.7	3315.3	3685.3
2009_313	98	synecho	98	2009-11-09 04:59:28	48.18435	-122.80456	2472.197	20.409	NA	NA	3284	5.31	584704	25704	365	1.1185	22795.8	20891.1	0	21659.7	23357.1	12605.6	6077.3	5805.8	0	3782.9	3864.6	3700.8
2009_313	99.46	beads	99,100	2009-11-09 05:03:50	48.1771	-122.79376	2472.657	20.979	NA	NA	3538.112	5.31	632781.66	27103.97	534	0.8371	35965.5	34150.3	0	43520.4	21619.3	11677	648.1	371.7	0	479.5	1898.6	3319.7
2009_313	99	synecho	99	2009-11-09 05:02:28	48.1794	-122.79725	2473.05	21.147	NA	NA	3475	5.31	621696	26758	377	1.1817	22723.1	20634.4	0	21336.1	22989.7	12414.9	6195	5915.3	0	3739.5	3798.1	3649.6
2009_313	99	ultra	99	2009-11-09 05:02:28	48.1794	-122.79725	2473.05	21.147	NA	NA	3475	5.31	621696	26758	628	1.9685	32414	30027	0	1256.7	35175.6	20954.1	2380.9	2423.7	0	3247.7	3045.9	3259.2
2009_313	100	synecho	100	2009-11-09 05:05:28	48.17441	-122.78969	2472.197	20.781	NA	NA	3612	5.31	645760	27509	373	1.1696	23423.1	21121.3	0	21470.6	23079.2	12162.4	5859.5	5669.9	0	3847.4	3892.4	3725.4
2009_313	100	ultra	100	2009-11-09 05:05:28	48.17441	-122.78969	2472.197	20.781	NA	NA	3612	5.31	645760	27509	616	1.9316	32688	30285.4	0	1395.1	35026.9	20845.4	2265.2	2270	0	3936.7	3069.3	3296.5
2009_313	101.43	beads	101,102	2009-11-09 05:09:46	48.1687	-122.77895	2475.124	20.363	NA	NA	3523.836	5.31	629791.8	27125.4	475	0.7438	36287.3	34445.2	0	43609.9	21436.2	11481.3	643.8	392.4	0	523.9	1957.6	3116.4
2009_313	101	synecho	101	2009-11-09 05:08:28	48.17048	-122.78224	2474.755	20.411	NA	NA	3562	5.31	637952	27164	409	1.2812	23521.8	21337	0	21156.7	22921.7	12467.4	6176.5	6106.2	0	3780.8	3938.3	3646.3
2009_313	101	ultra	101	2009-11-09 05:08:28	48.17048	-122.78224	2474.755	20.411	NA	NA	3562	5.31	637952	27164	652	2.0423	32731.8	30305.2	0	1200.3	34944.3	20889.2	2228.7	2301	0	2764.8	3018.6	3250.9
2009_313	102	ultra	102	2009-11-09 05:11:28	48.16636	-122.77465	2475.607	20.3	NA	NA	3474	5.31	619136	27075	584	1.7871	32970.1	30491.9	0	1469.7	35055.6	20689.5	2214.1	2300.9	0	3954.5	3046.9	3358.9
2009_313	102	synecho	102	2009-11-09 05:11:28	48.16636	-122.77465	2475.607	20.3	NA	NA	3474	5.31	619136	27075	339	1.0374	23578.5	21386	0	21834.5	23541.5	12579.7	5689.7	5477.4	0	3882.5	3936.9	3861.4
2009_313	103.53	beads	103,104	2009-11-09 05:16:02	48.16056	-122.76198	2475.203	20.439	NA	NA	3358.61	5.31	596322.17	26495.28	369	0.5647	36324.3	34583.4	0	43623.5	21489.5	11249.6	953.1	613.3	0	690.5	1997.7	3238.2
2009_313	103	ultra	103	2009-11-09 05:14:28	48.16223	-122.76623	2474.755	20.235	NA	NA	3387	5.31	606080	26847	565	1.7296	32530.2	30150.1	0	1431.4	34735	20760.7	2283.6	2343.1	0	3816.5	3270.2	3562.1
2009_313	103	synecho	103	2009-11-09 05:14:28	48.16223	-122.76623	2474.755	20.235	NA	NA	3387	5.31	606080	26847	349	1.0684	24500.2	22373.8	0	21976.8	23787.1	12589	7084.5	6920.8	0	3454.8	3669.6	3717.8
2009_313	104.51	synecho	104,105	2009-11-09 05:18:59	48.15775	-122.75352	2474.303	20.665	NA	NA	3466.541	5.31	614073.34	26891.07	567	0.868	23546.3	21480.4	0	21928.9	23597.7	12591.4	6154.5	5940.6	0	3499.1	3594.4	3666.6
2009_313	104	ultra	104	2009-11-09 05:17:28	48.15906	-122.75815	2475.607	20.622	NA	NA	3333	5.31	587520	26178	547	1.6367	32654.6	30120	0	1489.8	34786.2	20578.2	2452.6	2528.5	0	3925.9	3289.8	3508.9
2009_313	105.53	beads	105,106	2009-11-09 05:22:02	48.15488	-122.7451	2474.395	20.604	NA	NA	3588.161	5.31	640289.4	27635.92	479	0.7503	36152.2	34462.8	0	43431.1	21420.1	11389.2	845.5	620.1	0	547.7	2010.7	3039.6
2009_313	105	ultra	105	2009-11-09 05:20:28	48.1565	-122.74907	2473.05	20.706	NA	NA	3595	5.31	639616	27577	559	1.7522	32578.8	30158.3	0	1529.3	35048.1	20707.7	2489.9	2610.3	0	4019.3	3042.5	3306.6
2009_313	106.51	synecho	106,107	2009-11-09 05:24:59	48.15142	-122.73746	2474.737	20.566	NA	NA	3507.025	5.31	626468.17	27257.51	598	0.9153	23995.9	21865.8	0	21762.8	23555.8	12665.1	6965.9	6894.5	0	3653.6	3608.9	3668.9
2009_313	106	ultra	106	2009-11-09 05:23:28	48.15342	-122.74153	2475.607	20.513	NA	NA	3582	5.31	640896	27689	579	1.813	32480.1	30062.4	0	1209	34761.6	20822.3	2117.2	2196	0	3051.1	3219	3413.7
2009_313	107.52	beads	107,108	2009-11-09 05:28:01	48.14744	-122.72975	2475.678	20.362	NA	NA	3397.986	5.31	607136.15	26554.18	422	0.6457	35760.8	34100.8	0	43295.1	21114.8	11303.3	822.1	535.7	0	690.1	2035.1	3335.1
2009_313	107	ultra	107	2009-11-09 05:26:28	48.14949	-122.73355	2473.903	20.616	NA	NA	3435	5.31	612608	26843	609	1.8649	32301.9	29918.8	0	1476.3	34824.6	20670.8	2219.1	2361.6	0	4130.6	3067.2	3396.4
2009_313	108	synecho	108	2009-11-09 05:29:28	48.14555	-122.72626	2477.309	20.129	NA	NA	3364	5.31	602112	26289	310	0.948	23279.5	21189.2	0	21015.7	22749.9	12023.7	6698	6551.4	0	3738.9	3797.3	3706.4
2009_313	108	ultra	108	2009-11-09 05:29:28	48.14555	-122.72626	2477.309	20.129	NA	NA	3364	5.31	602112	26289	604	1.8471	32090	29595.3	0	1081.5	34531.2	20265.9	2099.3	2250.9	0	2250.2	3051.3	3457.1
2009_313	109.48	beads	109,110	2009-11-09 05:33:55	48.13864	-122.71513	2476.016	20.204	NA	NA	3349.903	5.31	598675.65	26027.39	443	0.6935	35827.1	34360.6	0	43384.1	21375.4	11597.2	1616.7	1341.6	0	1611.7	2640	3282.9
2009_313	109.54	synecho	109,110	2009-11-09 05:34:05	48.13841	-122.71476	2476.063	20.192	NA	NA	3348.744	5.31	598619.14	26034.9	625	0.9784	22893.3	20824.8	0	21245.4	23184.1	12304.9	6060.2	6069.5	0	3754.9	3837.2	3773.9
2009_313	109	ultra	109	2009-11-09 05:32:28	48.14071	-122.71837	2475.607	20.314	NA	NA	3360	5.31	599168	25962	590	1.8475	31772.6	29340.7	0	1087.4	34410.9	20460.3	2192.8	2289.2	0	1920.6	3156.6	3424.5
2009_313	110	ultra	110	2009-11-09 05:35:29	48.13642	-122.71163	2476.458	20.087	NA	NA	3339	5.31	598144	26098	565	1.7284	31764.2	29351.2	0	1199.7	34303.3	20238.6	2312.2	2347.4	0	2796.9	3124.5	3340.7
2009_313	111.53	beads	111,112	2009-11-09 05:40:04	48.12987	-122.70008	2474.652	20.42	NA	NA	3401.319	5.31	609743.21	26626.81	383	0.5862	36354.7	34674.9	0	43798.6	21815.3	11699.2	1689.5	1357.1	0	1599.3	2768.9	3342.9
2009_313	111	synecho	111	2009-11-09 05:38:29	48.13186	-122.70375	2476.458	20.614	NA	NA	3431	5.31	612864	26489	332	1.0392	23205.1	21178.9	0	21119.7	22954.8	12411.3	6149.9	6115.1	0	3560.2	3416	3542.4
2009_313	111	ultra	111	2009-11-09 05:38:29	48.13186	-122.70375	2476.458	20.614	NA	NA	3431	5.31	612864	26489	563	1.7623	31867.6	29493.6	0	1197.5	34287	20219.7	2107	2215.4	0	2740.5	2905.1	3357.9
2009_313	112	ultra	112	2009-11-09 05:41:29	48.12811	-122.69683	2473.05	20.248	NA	NA	3375	5.31	606976	26749	607	1.8594	32193.1	29760.3	0	1313.1	34698.2	20589	2170.7	2289.4	0	3366.9	3010.4	3343.1
2009_313	112	synecho	112	2009-11-09 05:41:29	48.12811	-122.69683	2473.05	20.248	NA	NA	3375	5.31	606976	26749	323	0.9895	23183.7	21200.1	0	21049.5	23071.9	12223.2	6604.6	6459.4	0	3704.6	3526.6	3607.8
2009_313	113.46	beads	113,114	2009-11-09 05:45:51	48.12213	-122.68561	2473.183	20.222	NA	NA	3400.123	5.31	606557.33	27069.7	432	0.6469	36678	34809.5	0	43994.8	22024.9	12024.2	1516.6	1295.1	0	1542.5	2685.8	3279.7
2009_313	113	ultra	113	2009-11-09 05:44:29	48.12418	-122.6892	2474.755	20.101	NA	NA	3384	5.31	603904	26955	637	1.9067	32095.2	29652.6	0	1339.3	34558.5	20350.8	2276.3	2380	0	3283	2983.7	3296.2
2009_313	113	synecho	113	2009-11-09 05:44:29	48.12418	-122.6892	2474.755	20.101	NA	NA	3384	5.31	603904	26955	349	1.0446	22723.6	20732.3	0	21277.4	23118.9	12137.2	5855.9	5861.5	0	3668.1	3718.8	3579.1
2009_313	116.17	nano	114,115,116,117,118	2009-11-09 05:53:59	48.10877	-122.67048	2474.42	19.846	NA	NA	3288.859	5.31	588420.1	26838.77	312	0.1827	45793.5	43186.5	0	4647.6	51058.9	34587.2	2517.3	3102.7	0	9656.7	3018.8	2467.7
2009_313	114	ultra	114	2009-11-09 05:47:29	48.11973	-122.6814	2471.344	20.364	NA	NA	3419	5.31	609664	27204	705	2.1131	32520.1	29990.9	0	1418.9	34659	20349.5	2240.2	2296.2	0	3685.1	2987.6	3345.9
2009_313	114	synecho	114	2009-11-09 05:47:29	48.11973	-122.6814	2471.344	20.364	NA	NA	3419	5.31	609664	27204	394	1.1809	23419.3	21319.7	0	21489.7	23434	12606.3	6445.3	6489.5	0	3834.4	3784.8	3763.9
2009_313	115.44	beads	115,116	2009-11-09 05:51:48	48.11289	-122.67267	2475.4	19.679	NA	NA	3336.521	5.31	597729.93	26979.25	430	0.6434	36898.3	34951.1	0	44268.8	22200.3	11773.5	1344.7	1111.8	0	1200.5	2322.5	3136.8
2009_313	115	synecho	115	2009-11-09 05:50:29	48.11494	-122.67498	2473.903	19.759	NA	NA	3413	5.31	612864	27370	380	1.1378	23948.5	21837	0	21560.8	23257.7	12290	6604.1	6518.7	0	3753	3663	3856.9
2009_313	115	ultra	115	2009-11-09 05:50:29	48.11494	-122.67498	2473.903	19.759	NA	NA	3413	5.31	612864	27370	687	2.057	32518.3	30088	0	1292.2	34806.5	20521	2186.9	2283.5	0	2906	2985.6	3285.3
2009_313	116	ultra	116	2009-11-09 05:53:29	48.11027	-122.66973	2477.309	19.576	NA	NA	3239	5.31	578432	26481	767	2.2436	32313.3	29810.6	0	1408.9	34495.9	20362	2123.7	2246.5	0	3640.4	3082.9	3393
2009_313	116	synecho	116	2009-11-09 05:53:29	48.11027	-122.66973	2477.309	19.576	NA	NA	3239	5.31	578432	26481	465	1.3602	23212.5	20943.3	0	21031.3	22719.1	12077.8	5742.1	5320.5	0	3899.1	3851.2	3900.8
2009_313	117.51	beads	117,118	2009-11-09 05:58:01	48.10163	-122.66464	2474.71	19.827	NA	NA	3218.8	5.31	576706.78	26697.83	345	0.5051	36853.5	34751.2	0	44143.4	21826.2	11865.9	796.8	490	0	673.8	1956.5	3081.5
2009_313	117	synecho	117	2009-11-09 05:56:29	48.10497	-122.6652	2476.458	20.261	NA	NA	3207	5.31	574080	26606	437	1.2787	22931	20877.5	0	20717	22478.9	12261.3	5627.5	5290.4	0	4060.6	3999.3	3812.1
2009_313	117	ultra	117	2009-11-09 05:56:29	48.10497	-122.6652	2476.458	20.261	NA	NA	3207	5.31	574080	26606	818	2.3936	32270.3	29790.8	0	1101.1	34580.3	20443.1	2232.6	2285	0	1975.8	3115.8	3401.1
2009_313	118	synecho	118	2009-11-09 05:59:29	48.09846	-122.6641	2473.05	19.415	NA	NA	3230	5.31	579200	26785	455	1.3332	23331.1	21312.2	0	21135.7	23005.2	12456.4	6473.7	6332.8	0	4055.4	4125.4	3674.5
2009_313	118	ultra	118	2009-11-09 05:59:29	48.09846	-122.6641	2473.05	19.415	NA	NA	3230	5.31	579200	26785	725	2.1243	32211.3	29778.4	0	1387.8	34460.9	20335.2	2241.5	2390.3	0	3316.9	2991.6	3440.8
2009_313	119.5	beads	119,120	2009-11-09 06:03:58	48.0886	-122.66076	2474.762	19.672	NA	NA	3116.774	5.31	557488.74	26236.81	323	0.4628	36604.8	34514.9	0	44069.4	22053.2	11701	880.1	619.1	0	622.8	2026.5	3251.9
2009_313	121.12	nano	119,120,121,122,123	2009-11-09 06:08:50	48.07822	-122.65776	2473.122	19.271	NA	NA	3062.803	5.31	546740.63	25946.49	304	0.1744	45453	42836.6	0	3228.9	51273.6	34771.5	2388.5	2782.4	0	7342	3014.9	2440.7
2009_313	119	synecho	119	2009-11-09 06:02:29	48.09148	-122.66205	2475.607	19.551	NA	NA	3146	5.31	562688	26377	490	1.4038	23429.5	21328.2	0	20848	22768.5	12528.5	6869.9	6801	0	3891.7	3850.6	3515
2009_313	119	ultra	119	2009-11-09 06:02:29	48.09148	-122.66205	2475.607	19.551	NA	NA	3146	5.31	562688	26377	747	2.14	32177.6	29746.9	0	1253.3	34387.3	20312	2208.7	2257.1	0	2837.3	2978.5	3180
2009_313	120	synecho	120	2009-11-09 06:05:29	48.08567	-122.65944	2473.903	19.796	NA	NA	3087	5.31	552192	26094	448	1.2843	22624.7	20624.6	0	20920.6	22743.2	12042.6	5703.8	5475.9	0	3883.8	3894.7	3743.2
2009_313	120	ultra	120	2009-11-09 06:05:29	48.08567	-122.65944	2473.903	19.796	NA	NA	3087	5.31	552192	26094	765	2.1931	31944.7	29553	0	1096.9	34372.5	20281.5	2197.2	2361.4	0	2311.2	2989.7	3467.8
2009_313	121.54	beads	121,122	2009-11-09 06:10:06	48.07554	-122.65715	2471.876	19.11	NA	NA	3022.844	5.31	538259.96	25461.36	327	0.4691	36265.1	34272.8	0	43853.6	21911.9	11771.6	821.5	545.7	0	574.7	1981.3	3170.6
2009_313	121	ultra	121	2009-11-09 06:08:29	48.07897	-122.65824	2470.49	19.266	NA	NA	3038	5.31	543872	25437	779	2.2363	31688.6	29196.2	0	1083.8	34017.4	20053.1	2168.9	2307.9	0	2279.9	3138.2	3453.9
2009_313	121	synecho	121	2009-11-09 06:08:29	48.07897	-122.65824	2470.49	19.266	NA	NA	3038	5.31	543872	25437	452	1.2976	22917.2	20844.8	0	20394.5	22315.6	11811.1	6100.2	5838.7	0	4098.3	3926.8	3871.6
2009_313	122	ultra	122	2009-11-09 06:11:29	48.07264	-122.65623	2473.05	18.977	NA	NA	3010	5.31	533504	25482	875	2.457	31764.7	29287.1	0	1212.7	33999.1	19858.2	2146.5	2262.9	0	2913.4	3030.9	3462.2
2009_313	122	synecho	122	2009-11-09 06:11:29	48.07264	-122.65623	2473.05	18.977	NA	NA	3010	5.31	533504	25482	594	1.668	22318.8	20062.5	0	20019.8	21857.5	11873.3	5501.7	5427.1	0	3885.3	3755.3	3944.2
2009_313	123.49	beads	123,124	2009-11-09 06:15:57	48.06335	-122.65313	2474.308	19.061	NA	NA	3049.338	5.31	544033.32	26321.73	388	0.5445	36962.6	34710.5	0	44077.9	22075.2	11636.5	1602.2	1522.7	0	653.3	2041.4	3212.5
2009_313	123	ultra	123	2009-11-09 06:14:29	48.06621	-122.65393	2473.05	18.929	NA	NA	3039	5.31	542080	26273	931	2.6143	31752.1	29246.4	0	1058.6	34077	20013.1	2188.7	2266.9	0	1502	3019	3400.8
2009_313	123	synecho	123	2009-11-09 06:14:29	48.06621	-122.65393	2473.05	18.929	NA	NA	3039	5.31	542080	26273	628	1.7635	22486.4	20399.2	0	20367.7	22007.9	11918.6	5940.6	5776.4	0	3691.9	3810.9	3764
2009_313	125.48	nano	124,125,126,127	2009-11-09 06:21:55	48.05168	-122.64905	2473.947	19.056	NA	NA	3076.67	5.31	549125.44	26631.67	306	0.2147	45704.4	42905.8	0	5234.6	51250.6	34953.4	2410.8	2833.7	0	10589.1	3239.1	2630.3
2009_313	124	synecho	124	2009-11-09 06:17:29	48.06039	-122.65231	2475.607	19.198	NA	NA	3060	5.31	546048	26372	625	1.7532	23625.9	21290.1	0	20727.1	22449.3	12221.5	6188.7	6027.9	0	3901.9	3927.8	3556.6
2009_313	124	ultra	124	2009-11-09 06:17:29	48.06039	-122.65231	2475.607	19.198	NA	NA	3060	5.31	546048	26372	963	2.7014	31792.5	29317	0	1344.2	34146.6	20090.8	2122.3	2259.8	0	3259.4	2914.4	3471.5
2009_313	125.54	beads	125,126	2009-11-09 06:22:06	48.05128	-122.64891	2473.903	18.936	NA	NA	3083.296	5.31	551696.91	26862.5	318	0.4372	37043.2	34625.7	0	44140.3	22204.7	11585.1	1084.1	764.3	0	794.6	2034.8	3188
2009_313	125	synecho	125	2009-11-09 06:20:29	48.0545	-122.64992	2473.903	18.958	NA	NA	3086	5.31	552320	26922	614	1.6884	23141.1	20940.1	0	20579.4	22387.8	11826.8	6476.2	6309.2	0	3692.9	3768	3687
2009_313	125	ultra	125	2009-11-09 06:20:29	48.0545	-122.64992	2473.903	18.958	NA	NA	3086	5.31	552320	26922	970	2.6673	32066.2	29466.4	0	1178.1	34124.3	20164.4	2162.1	2293.9	0	2479.1	2976.7	3347.7
2009_313	126	ultra	126	2009-11-09 06:23:29	48.04854	-122.64806	2473.903	18.919	NA	NA	3081	5.31	551168	26812	984	2.7058	32001.6	29381.3	0	1198.2	33988.1	19997.1	2156.9	2265.3	0	2632.2	3009.4	3405.1
2009_313	126	synecho	126	2009-11-09 06:23:29	48.04854	-122.64806	2473.903	18.919	NA	NA	3081	5.31	551168	26812	666	1.8314	23220.6	20978.6	0	20535.1	22356.8	11809	6448	6235.7	0	3850.6	3923.2	3840.9
